Date,Rain,Temp Max,Temp Min,Location,Rain,Temp Max,Temp Min,Location
19-09-2010,0,32.63999939,22.42000008,,0,33.59000015,24.01000023,
20-09-2010,0,33.79999924,22.39999962,,0,34.68000031,23.97999954,
21-09-2010,0,33.74000168,22.20000076,,0,34.59000015,24.03000069,
22-09-2010,0,33.68999863,21.84000015,,0,34.75999832,23.54999924,
23-09-2010,0,33.74000168,22.20999908,,0,34.63999939,24.28000069,
24-09-2010,0,33.02999878,22.04999924,,0,34.04000092,23.97999954,
25-09-2010,0,33.45000076,21.42000008,,0,34.40999985,23.35000038,
26-09-2010,0,33.77000046,21.42000008,,0,34.47000122,23.46999931,
27-09-2010,0,35.40999985,21.55999947,,0,36.45000076,23.70000076,
28-09-2010,0,35.95000076,21.76000023,,0,36.86999893,23.65999985,
29-09-2010,0,34.79999924,21.71999931,,0,35.72999954,23.67000008,
30-09-2010,0,35.13999939,21.69000053,,0,35.93000031,23.72999954,
01-10-2010,0,35.93999863,21.94000053,,0,36.88999939,23.98999977,
02-10-2010,0,36.68999863,21.46999931,,0,37.13999939,23.37000084,
03-10-2010,0,36.97000122,21.55999947,,0,37.65999985,23.64999962,
04-10-2010,0,36.88000107,22.27000046,,0,37.70000076,24.40999985,
05-10-2010,0,37.34999847,21.86000061,,0,38.22999954,24.45000076,
06-10-2010,0,37.18000031,21.45000076,,0,38.18999863,23.93000031,
07-10-2010,0,36.81000137,20.92000008,,0,37.83000183,23.29000092,
08-10-2010,0,35.43000031,20.35000038,,0,36.33000183,22.62000084,
09-10-2010,0,35.20999908,20.82999992,,0,35.95999908,23.07999992,
10-10-2010,0,33.40999985,21.36000061,,0,34.88000107,23.77000046,
11-10-2010,0,32.29000092,21.12000084,,0,33.40999985,23.57999992,
12-10-2010,0,31.61000061,20.85000038,,0,32.91999817,23.39999962,
13-10-2010,0,33.43000031,20.46999931,,0,34.75999832,23,
14-10-2010,0,35.24000168,21.59000015,,0,36.38999939,24.13999939,
15-10-2010,0,35.50999832,20.90999985,,0,36.68999863,23.70999908,
16-10-2010,0,35.29999924,22.03000069,,0,36.59999847,24.37999916,
17-10-2010,0,35.33000183,21.40999985,,0,36.79000092,23.52000046,
18-10-2010,0,35.11000061,22.51000023,,0,36.61999893,24.87000084,
19-10-2010,0,34.91999817,23.07999992,,0,36.38999939,25.63999939,
20-10-2010,0,34.97999954,22.70999908,,0,36.40999985,25.30999947,
21-10-2010,0,35.41999817,21.62000084,,0,36.22000122,24.32999992,
22-10-2010,0,34.93000031,20.81999969,,0,36.34000015,23.65999985,
23-10-2010,0,33.79999924,20.53000069,,0,35.18000031,23.37000084,
24-10-2010,0,33.52000046,19.5,,0,34.75,22.35000038,
25-10-2010,0,33.86999893,19.90999985,,0,35.38000107,22.63999939,
26-10-2010,0,34.04999924,19.77000046,,0,35.79000092,22.60000038,
27-10-2010,0,34.61999893,19.42000008,,0,36.29999924,22.32999992,
28-10-2010,0,34.79999924,19.13999939,,0,36.36999893,22.06999969,
29-10-2010,0,32.65999985,19.09000015,,0,34.43999863,22.26000023,
30-10-2010,0,33.63000107,18.57999992,,0,35.40999985,21.70000076,
31-10-2010,0,32.63999939,18.04000092,,0,34.70999908,21.23999977,
01-11-2010,0,31.95999908,16.28000069,,0,34.22000122,19.64999962,
02-11-2010,0,31.95000076,16.45000076,,0,33.97000122,19.29999924,
03-11-2010,0,32.38999939,15.63000011,,0,34.52999878,18.72999954,
04-11-2010,0,33.36000061,16.21999931,,0,35.47000122,19.73999977,
05-11-2010,0,33.29000092,17.20999908,,0,35.09999847,20.60000038,
06-11-2010,0,33.29000092,16.27000046,,0,35.09999847,19.95000076,
07-11-2010,0,31.54999924,15.61999989,,0,33.43000031,18.93000031,
08-11-2010,0,30.88999939,15.82999992,,0,33.29000092,18.95999908,
09-11-2010,0,32.40000153,20.43000031,,0,34.52000046,23.52000046,
10-11-2010,0,29.94000053,21.18000031,,0,31.72999954,24.32999992,
11-11-2010,0.484114438,30.25,20.23999977,,0,32.11999893,23.38999939,
12-11-2010,0,31.12000084,20.90999985,,0,33.40000153,24.12000084,
13-11-2010,1.694400668,30.57999992,20.59000015,,0,32.79999924,23.55999947,
14-11-2010,0.484114438,32.15999985,20.69000053,,0,34.22000122,23.65999985,
15-11-2010,0,32.59999847,20.55999947,,0,34.59000015,23.87999916,
16-11-2010,0,31,19.35000038,,0,33.18999863,22.73999977,
17-11-2010,0,30.34000015,20.12000084,,0,32.91999817,23.36000061,
18-11-2010,6.434136868,30.02000046,17.92000008,,44.3285408,32.36000061,21.31999969,
19-11-2010,0,30.55999947,17.95000076,,0,32.72999954,21.70000076,
20-11-2010,0,30.54000092,15.30000019,,0,32.65000153,19.06999969,
21-11-2010,0,28.04999924,15.01000023,,0,30.32999992,18.35000038,
22-11-2010,3.762625933,24.13999939,17.17000008,,0.133962944,28.17000008,20.38999939,
23-11-2010,6.436743736,21.04000092,15.07999992,,10.92747498,24.26000023,18.48999977,
24-11-2010,6.896578312,23.35000038,15.06999969,,9.985391617,25.53000069,18.10000038,
25-11-2010,0.219775885,25.54000092,15.72000027,,0,27.78000069,18.96999931,
26-11-2010,0,27.18000031,15.40999985,,0,29.35000038,18.73999977,
27-11-2010,0,27.51000023,15.40999985,,0,29.71999931,19.02000046,
28-11-2010,0,28.25,14.07999992,,0,30.47999954,17.84000015,
29-11-2010,0,29.23999977,15.22000027,,0,31.12999916,18.85000038,
30-11-2010,0,28.95999908,14.77000046,,0,31.42000008,18.25,
01-12-2010,0,28.21999931,14.39999962,,0,30.55999947,17.85000038,
02-12-2010,0,27.23999977,13.73999977,,0,29.71999931,17.21999931,
03-12-2010,0,27.39999962,13.85000038,,0,29.82999992,17.40999985,
04-12-2010,0,27.05999947,12.92000008,,0,29.61000061,16.79999924,
05-12-2010,0,27.81999969,13.02999973,,0,30.70000076,16.88999939,
06-12-2010,0,27.70000076,13.51000023,,0,30.29999924,17.28000069,
07-12-2010,0,26.34000015,12.31999969,,0,28.77000046,15.64000034,
08-12-2010,0,26.63999939,10.86999989,,0,28.64999962,13.93999958,
09-12-2010,0,26.19000053,10.06999969,,0,28.12000084,13.21000004,
10-12-2010,0,24.77000046,9.5,,0,27.04000092,12.89000034,
11-12-2010,0,24.73999977,8.590000153,,0,27,11.90999985,
12-12-2010,0,24.86000061,7.449999809,,0,27.04000092,10.64000034,
13-12-2010,0,25.22999954,8.470000267,,0,27.43000031,11.53999996,
14-12-2010,0,26.12000084,9.180000305,,0,28.38999939,12.30000019,
15-12-2010,0,27,8.960000038,,0,29.21999931,12.06999969,
16-12-2010,0,27.57999992,8.510000229,,0,29.56999969,11.52000046,
17-12-2010,0,27.95000076,8.579999924,,0,30.29999924,11.85000038,
18-12-2010,0,27.93000031,8.289999962,,0,30.20000076,11.60000038,
19-12-2010,0,27.56999969,8.569999695,,0,29.96999931,11.77999973,
20-12-2010,0,27.29999924,8.550000191,,0,29.70000076,11.96000004,
21-12-2010,0,27.54000092,7.389999866,,0,29.84000015,10.80000019,
22-12-2010,0,26.52000046,7.880000114,,0,29.12000084,11.18999958,
23-12-2010,0,26.56999969,10.10000038,,0,28.89999962,13.31000042,
24-12-2010,0,26.62000084,9.289999962,,0,29.14999962,12.39999962,
25-12-2010,0,26.78000069,9.239999771,,0,29.38999939,12.30000019,
26-12-2010,0,26.67000008,8.670000076,,0,29.38999939,11.69999981,
27-12-2010,0,27.07999992,10.81999969,,0,29.70000076,13.97999954,
