date,ndvi,max_temp,rainfall_mm,month,bloom,risk_score,geometry
2023-12-03,0.3551,28.51999982,0.0,12,0,0.4,POINT (72.05 22.77)
2023-12-19,0.1962,28.51999982,0.0,12,0,0.4,POINT (72.05 22.77)
2024-01-01,0.204,28.51999982,0.0,1,0,0.4,POINT (72.05 22.77)
2024-01-17,0.2048,28.51999982,0.0,1,0,0.4,POINT (72.05 22.77)
2024-02-02,0.2596,28.51999982,0.0,2,0,0.4,POINT (72.05 22.77)
2024-02-18,0.3208,28.51999982,0.0,2,0,0.4,POINT (72.05 22.77)
2024-03-05,0.2635,28.51999982,0.0,3,0,0.4,POINT (72.05 22.77)
2024-03-21,0.2674,28.51999982,0.0,3,0,0.4,POINT (72.05 22.77)
2024-04-06,0.3074,28.51999982,0.0,4,0,0.4,POINT (72.05 22.77)
2024-04-22,0.3373,28.51999982,0.0,4,0,0.4,POINT (72.05 22.77)
2024-05-08,0.343,28.51999982,0.0,5,0,0.4,POINT (72.05 22.77)
2024-05-24,0.2148,28.51999982,0.0,5,0,0.4,POINT (72.05 22.77)
2024-06-09,0.2561,28.51999982,0.0,6,0,0.4,POINT (72.05 22.77)
2024-06-25,0.2496,28.51999982,0.0,6,0,0.4,POINT (72.05 22.77)
2024-07-11,0.2832,28.51999982,0.0,7,0,0.4,POINT (72.05 22.77)
2024-07-27,0.0413,28.51999982,0.0,7,0,0.4,POINT (72.05 22.77)
2024-08-12,-0.015,28.51999982,0.0,8,0,0.4,POINT (72.05 22.77)
2024-08-28,-0.0734,28.51999982,0.0,8,0,0.4,POINT (72.05 22.77)
2024-09-13,-0.0344,28.51999982,0.0,9,0,0.4,POINT (72.05 22.77)
2024-09-29,0.1072,28.51999982,0.0,9,0,0.4,POINT (72.05 22.77)
2024-10-15,0.253,28.51999982,0.0,10,0,0.4,POINT (72.05 22.77)
2024-10-31,0.2362,28.51999982,0.0,10,0,0.4,POINT (72.05 22.77)
2024-11-16,0.5277,28.51999982,0.0,11,1,0.8,POINT (72.05 22.77)
2024-12-02,0.3449,28.51999982,0.0,12,0,0.4,POINT (72.05 22.77)
2024-12-18,0.3508,28.51999982,0.0,12,0,0.4,POINT (72.05 22.77)
